name,salary,season,team,shoots,height_cm,weight_kg
Gary Payton,4917000,2004,Los Angeles Lakers,Right,193.04,81.72
Gary Payton,5408700,2005,Boston Celtics,Right,193.04,81.72
Gary Payton,1138500,2006,Miami Heat,Right,193.04,81.72
Gary Payton,1178348,2007,Miami Heat,Right,193.04,81.72
Gary Trent,2000000,2000,Dallas Mavericks,Right,203.2,113.5
Gary Trent,2400000,2001,Dallas Mavericks,Right,203.2,113.5
Gary Trent,715850,2002,Minnesota Timberwolves,Right,203.2,113.5
Gary Trent,824935,2003,Minnesota Timberwolves,Right,203.2,113.5
Gary Trent,938679,2004,Minnesota Timberwolves,Right,203.2,113.5
Geno Carlisle,65779,2005,Portland Trail Blazers,Right,190.5,81.72
George Hill,1006200,2009,San Antonio Spurs,Right,187.96,81.72
George Hill,1081680,2010,San Antonio Spurs,Right,187.96,81.72
George Hill,1157160,2011,San Antonio Spurs,Right,187.96,81.72
George Hill,2086360,2012,Indiana Pacers,Right,187.96,81.72
George Hill,8000000,2013,Indiana Pacers,Right,187.96,81.72
George Hill,8000000,2014,Indiana Pacers,Right,187.96,81.72
George Hill,8000000,2015,Indiana Pacers,Right,187.96,81.72
George Hill,8000000,2016,Indiana Pacers,Right,187.96,81.72
George Hill,8000000,2017,Utah Jazz,Right,187.96,81.72
George Hill,20000000,2018,Cleveland Cavaliers,Right,187.96,81.72
George Lynch,2000000,2000,Philadelphia 76ers,Right,203.2,98.972
George Lynch,2200000,2001,Philadelphia 76ers,Right,203.2,98.972
George Lynch,2400000,2002,Charlotte Hornets,Right,203.2,98.972
George Lynch,2600000,2003,New Orleans Hornets,Right,203.2,98.972
George Lynch,2800000,2004,New Orleans Hornets,Right,203.2,98.972
George Lynch,3000000,2005,New Orleans Hornets,Right,203.2,98.972
George Lynch,3200000,2006,New Orleans/Oklahoma City Hornets,Right,203.2,98.972
George McCloud,2000000,2000,Denver Nuggets,Right,198.12,93.07
George McCloud,2200000,2001,Denver Nuggets,Right,198.12,93.07
George McCloud,2400000,2002,Denver Nuggets,Right,198.12,93.07
George McCloud,2599900,2003,Washington Wizards,Right,198.12,93.07
Gerald Fitch,359858,2006,Miami Heat,Right,190.5,85.352
Gerald Green,1253040,2006,Boston Celtics,Right,203.2,90.8
Gerald Green,1347000,2007,Boston Celtics,Right,203.2,90.8
Gerald Green,1440960,2008,Houston Rockets,Right,203.2,90.8
Gerald Green,854957,2009,Dallas Mavericks,Right,203.2,90.8
Gerald Green,443181,2012,New Jersey Nets,Right,203.2,90.8
Gerald Green,73818,2012,Los Angeles Lakers,Right,203.2,90.8
Gerald Green,3500000,2013,Indiana Pacers,Right,203.2,90.8
Gerald Green,3500000,2014,Phoenix Suns,Right,203.2,90.8
Gerald Green,3500000,2015,Phoenix Suns,Right,203.2,90.8
Gerald Green,1356000,2016,Miami Heat,Right,203.2,90.8
Gerald Green,1410598,2017,Boston Celtics,Right,203.2,90.8
Gerald Green,872854,2018,Houston Rockets,Right,203.2,90.8
Gerald Henderson,1957080,2010,Charlotte Bobcats,Right,195.58,97.61
Gerald Henderson,1957080,2010,Charlotte Bobcats,Right,195.58,97.61
Gerald Henderson,2103840,2011,Charlotte Bobcats,Right,195.58,97.61
Gerald Henderson,2103840,2011,Charlotte Bobcats,Right,195.58,97.61
Gerald Henderson,2250600,2012,Charlotte Bobcats,Right,195.58,97.61
Gerald Henderson,2250600,2012,Charlotte Bobcats,Right,195.58,97.61
Gerald Henderson,3101327,2013,Charlotte Bobcats,Right,195.58,97.61
Gerald Henderson,3101327,2013,Charlotte Bobcats,Right,195.58,97.61
Gerald Henderson,6000000,2014,Charlotte Bobcats,Right,195.58,97.61
Gerald Henderson,6000000,2014,Charlotte Bobcats,Right,195.58,97.61
Gerald Henderson,6000000,2015,Charlotte Hornets,Right,195.58,97.61
Gerald Henderson,6000000,2015,Charlotte Hornets,Right,195.58,97.61
Gerald Henderson,6000000,2016,Portland Trail Blazers,Right,195.58,97.61
Gerald Henderson,6000000,2016,Portland Trail Blazers,Right,195.58,97.61
Gerald Henderson,9000000,2017,Philadelphia 76ers,Right,195.58,97.61
Gerald Henderson,9000000,2017,Philadelphia 76ers,Right,195.58,97.61
Gerald Henderson,1000000,2018,Philadelphia 76ers,Right,195.58,97.61
Gerald Henderson,1000000,2018,Philadelphia 76ers,Right,195.58,97.61
Gerald Wallace,797880,2002,Sacramento Kings,Right,200.66,97.61
Gerald Wallace,857760,2003,Sacramento Kings,Right,200.66,97.61
Gerald Wallace,917520,2004,Sacramento Kings,Right,200.66,97.61
Gerald Wallace,1652453,2005,Charlotte Bobcats,Right,200.66,97.61
Gerald Wallace,5000000,2006,Charlotte Bobcats,Right,200.66,97.61
Gerald Wallace,5525000,2007,Charlotte Bobcats,Right,200.66,97.61
Gerald Wallace,9500000,2008,Charlotte Bobcats,Right,200.66,97.61
Gerald Wallace,9500000,2009,Charlotte Bobcats,Right,200.66,97.61
Gerald Wallace,9075000,2010,Charlotte Bobcats,Right,200.66,97.61
Gerald Wallace,10500000,2011,Portland Trail Blazers,Right,200.66,97.61
Gerald Wallace,9500000,2012,Portland Trail Blazers,Right,200.66,97.61
Gerald Wallace,9682435,2013,Brooklyn Nets,Right,200.66,97.61
Gerald Wallace,10105855,2014,Boston Celtics,Right,200.66,97.61
Gerald Wallace,10105855,2015,Boston Celtics,Right,200.66,97.61
Gerald Wallace,10105855,2016,Philadelphia 76ers,Right,200.66,97.61
Gerard King,460000,2000,Washington Wizards,Right,205.74,104.42
Gerard King,489500,2001,Washington Wizards,Right,205.74,104.42
Gheorghe Muresan,510000,2000,New Jersey Nets,Right,231.14,137.562
Giannis Antetokounmpo,1792560,2014,Milwaukee Bucks,Right,210.82,98.518
Giannis Antetokounmpo,1873200,2015,Milwaukee Bucks,Right,210.82,98.518
Giannis Antetokounmpo,1953960,2016,Milwaukee Bucks,Right,210.82,98.518
Giannis Antetokounmpo,2995421,2017,Milwaukee Bucks,Right,210.82,98.518
Giannis Antetokounmpo,22471910,2018,Milwaukee Bucks,Right,210.82,98.518
Gilbert Arenas,332817,2002,Golden State Warriors,Right,190.5,86.714
Gilbert Arenas,512435,2003,Golden State Warriors,Right,190.5,86.714
Gilbert Arenas,8536000,2004,Washington Wizards,Right,190.5,86.714
Gilbert Arenas,9389600,2005,Washington Wizards,Right,190.5,86.714
Gilbert Arenas,10243200,2006,Washington Wizards,Right,190.5,86.714
Gilbert Arenas,11096800,2007,Washington Wizards,Right,190.5,86.714
Gilbert Arenas,11950400,2008,Washington Wizards,Right,190.5,86.714
Gilbert Arenas,14653466,2009,Washington Wizards,Right,190.5,86.714
Gilbert Arenas,16192080,2010,Washington Wizards,Right,190.5,86.714
Gilbert Arenas,17730694,2011,Orlando Magic,Right,190.5,86.714
Gilbert Arenas,19269307,2012,Orlando Magic,Right,190.5,86.714
Gilbert Arenas,20807922,2013,Orlando Magic,Right,190.5,86.714
Glen Davis,427163,2008,Boston Celtics,Right,205.74,131.206
Glen Davis,711517,2009,Boston Celtics,Right,205.74,131.206
Glen Davis,3000000,2010,Boston Celtics,Right,205.74,131.206
Glen Davis,3300000,2011,Boston Celtics,Right,205.74,131.206
Glen Davis,6300000,2012,Orlando Magic,Right,205.74,131.206
Glen Davis,6400000,2013,Orlando Magic,Right,205.74,131.206
Glen Davis,6400000,2014,Orlando Magic,Right,205.74,131.206
Glen Davis,6600000,2015,Orlando Magic,Right,205.74,131.206
Glen Davis,1227985,2015,Los Angeles Clippers,Right,205.74,131.206
Glen Rice,7000000,2000,Los Angeles Lakers,Right,200.66,97.61
Glen Rice,7578900,2001,New York Knicks,Right,200.66,97.61
Glen Rice,8800000,2002,Houston Rockets,Right,200.66,97.61
Glen Rice,9200000,2003,Houston Rockets,Right,200.66,97.61
Glen Rice,6815000,2004,Utah Jazz,Right,200.66,97.61
Glen Rice,1070000,2004,Los Angeles Clippers,Right,200.66,97.61
Glenn Robinson,7250000,2000,Milwaukee Bucks,Right,200.66,102.15
Glenn Robinson,8120000,2001,Milwaukee Bucks,Right,200.66,102.15
Glenn Robinson,8990000,2002,Milwaukee Bucks,Right,200.66,102.15
Glenn Robinson,9860000,2003,Atlanta Hawks,Right,200.66,102.15
Glenn Robinson,10730000,2004,Philadelphia 76ers,Right,200.66,102.15
Glenn Robinson,12071250,2005,Philadelphia 76ers,Right,200.66,102.15
Glenn Robinson III,507336,2015,Philadelphia 76ers,Right,200.66,100.788
Glenn Robinson III,845000,2016,Indiana Pacers,Right,200.66,100.788
Glenn Robinson III,1050500,2017,Indiana Pacers,Right,200.66,100.788
Glenn Robinson III,1524305,2018,Indiana Pacers,Right,200.66,100.788
Goran Dragic,1700000,2009,Phoenix Suns,Left,190.5,86.26
Goran Dragic,1836000,2010,Phoenix Suns,Left,190.5,86.26
Goran Dragic,1972000,2011,Houston Rockets,Left,190.5,86.26
Goran Dragic,2108000,2012,Houston Rockets,Left,190.5,86.26
Goran Dragic,7500000,2013,Phoenix Suns,Left,190.5,86.26
Goran Dragic,7500000,2014,Phoenix Suns,Left,190.5,86.26
Goran Dragic,7500000,2015,Miami Heat,Left,190.5,86.26
Goran Dragic,14780000,2016,Miami Heat,Left,190.5,86.26
Goran Dragic,15890000,2017,Miami Heat,Left,190.5,86.26
Goran Dragic,17000450,2018,Miami Heat,Left,190.5,86.26
Gordan Giricek,1400000,2003,Memphis Grizzlies,Right,198.12,95.34
Gordan Giricek,1540000,2004,Orlando Magic,Right,198.12,95.34
Gordan Giricek,4000000,2005,Utah Jazz,Right,198.12,95.34
Gordan Giricek,4000000,2006,Utah Jazz,Right,198.12,95.34
Gordan Giricek,4000000,2007,Utah Jazz,Right,198.12,95.34
Gordan Giricek,4000000,2008,Philadelphia 76ers,Right,198.12,95.34
Gordon Hayward,2356320,2011,Utah Jazz,Right,203.2,93.978
Gordon Hayward,2532960,2012,Utah Jazz,Right,203.2,93.978
Gordon Hayward,2709720,2013,Utah Jazz,Right,203.2,93.978
Gordon Hayward,3452183,2014,Utah Jazz,Right,203.2,93.978
Gordon Hayward,14746000,2015,Utah Jazz,Right,203.2,93.978
Gordon Hayward,15409570,2016,Utah Jazz,Right,203.2,93.978
Gordon Hayward,16073140,2017,Utah Jazz,Right,203.2,93.978
Gordon Hayward,29727900,2018,Boston Celtics,Right,203.2,93.978
Gorgui Dieng,1352640,2014,Minnesota Timberwolves,Right,210.82,111.23
Gorgui Dieng,1413480,2015,Minnesota Timberwolves,Right,210.82,111.23
Gorgui Dieng,1474440,2016,Minnesota Timberwolves,Right,210.82,111.23
Gorgui Dieng,2348783,2017,Minnesota Timberwolves,Right,210.82,111.23
Gorgui Dieng,14112360,2018,Minnesota Timberwolves,Right,210.82,111.23
Grant Hill,6939000,2000,Detroit Pistons,Right,203.2,102.15
Grant Hill,9660000,2001,Orlando Magic,Right,203.2,102.15
Grant Hill,10865250,2002,Orlando Magic,Right,203.2,102.15
Grant Hill,12072500,2003,Orlando Magic,Right,203.2,102.15
Grant Hill,13279750,2004,Orlando Magic,Right,203.2,102.15
Grant Hill,14487000,2005,Orlando Magic,Right,203.2,102.15
Grant Hill,15694250,2006,Orlando Magic,Right,203.2,102.15
Grant Hill,16901500,2007,Orlando Magic,Right,203.2,102.15
Grant Hill,1830000,2008,Phoenix Suns,Right,203.2,102.15
Grant Hill,1976400,2009,Phoenix Suns,Right,203.2,102.15
Grant Hill,3000000,2010,Phoenix Suns,Right,203.2,102.15
Grant Hill,3324000,2011,Phoenix Suns,Right,203.2,102.15
Grant Hill,6500000,2012,Phoenix Suns,Right,203.2,102.15
Grant Hill,1975000,2013,Los Angeles Clippers,Right,203.2,102.15
Grant Jerrett,816481,2015,Utah Jazz,Right,208.28,106.69
Grant Jerrett,947276,2016,Utah Jazz,Right,208.28,106.69
Grant Long,2000000,2000,Vancouver Grizzlies,Right,203.2,102.15
Grant Long,2200000,2001,Vancouver Grizzlies,Right,203.2,102.15
Grant Long,2400000,2002,Memphis Grizzlies,Right,203.2,102.15
Greg Anthony,1100000,2000,Portland Trail Blazers,Left,182.88,79.904
Greg Anthony,3500000,2001,Portland Trail Blazers,Left,182.88,79.904
Greg Anthony,3000000,2002,Chicago Bulls,Left,182.88,79.904
Greg Anthony,1500000,2003,Chicago Bulls,Left,182.88,79.904
Greg Buckner,47647,2000,Dallas Mavericks,Right,193.04,95.34
Greg Buckner,1100000,2001,Dallas Mavericks,Right,193.04,95.34
Greg Buckner,1200000,2002,Dallas Mavericks,Right,193.04,95.34
Greg Buckner,2400000,2003,Philadelphia 76ers,Right,193.04,95.34
Greg Buckner,2640000,2004,Philadelphia 76ers,Right,193.04,95.34
Greg Buckner,1777778,2005,Philadelphia 76ers,Right,193.04,95.34
Greg Buckner,870046,2005,Denver Nuggets,Right,193.04,95.34
Greg Buckner,1925926,2006,Philadelphia 76ers,Right,193.04,95.34
Greg Buckner,1670000,2006,Denver Nuggets,Right,193.04,95.34
Greg Buckner,3240741,2007,Dallas Mavericks,Right,193.04,95.34
Greg Buckner,1941333,2007,Philadelphia 76ers,Right,193.04,95.34
Greg Buckner,3750000,2008,Minnesota Timberwolves,Right,193.04,95.34
Greg Buckner,2080000,2008,Philadelphia 76ers,Right,193.04,95.34
Greg Buckner,4010005,2009,Memphis Grizzlies,Right,193.04,95.34
Greg Buckner,1000000,2010,Dallas Mavericks,Right,193.04,95.34
Greg Foster,1603861,2000,Seattle SuperSonics,Right,210.82,108.96
Greg Foster,1760000,2001,Los Angeles Lakers,Right,210.82,108.96
Greg Foster,1764247,2002,Milwaukee Bucks,Right,210.82,108.96
Greg Foster,401951,2003,Toronto Raptors,Right,210.82,108.96
Greg Monroe,2798040,2011,Detroit Pistons,Left,210.82,114.862
Greg Monroe,3007920,2012,Detroit Pistons,Left,210.82,114.862
Greg Monroe,3217680,2013,Detroit Pistons,Left,210.82,114.862
Greg Monroe,4086454,2014,Detroit Pistons,Left,210.82,114.862
Greg Monroe,5479934,2015,Detroit Pistons,Left,210.82,114.862
Greg Monroe,16400000,2016,Milwaukee Bucks,Left,210.82,114.862
Greg Monroe,17100000,2017,Milwaukee Bucks,Left,210.82,114.862
Greg Monroe,16384175,2018,Phoenix Suns,Left,210.82,114.862
Greg Monroe,5000000,2018,Boston Celtics,Left,210.82,114.862
Greg Oden,4662000,2008,Portland Trail Blazers,Right,213.36,113.5
Greg Oden,5011680,2009,Portland Trail Blazers,Right,213.36,113.5
Greg Oden,5361240,2010,Portland Trail Blazers,Right,213.36,113.5
Greg Oden,6760524,2011,Portland Trail Blazers,Right,213.36,113.5
Greg Oden,1500000,2012,Portland Trail Blazers,Right,213.36,113.5
Greg Oden,1027424,2014,Miami Heat,Right,213.36,113.5
Greg Ostertag,5200000,2000,Utah Jazz,Right,218.44,127.12
Greg Ostertag,5200000,2001,Utah Jazz,Right,218.44,127.12
Greg Ostertag,6933328,2002,Utah Jazz,Right,218.44,127.12
Greg Ostertag,7799996,2003,Utah Jazz,Right,218.44,127.12
Greg Ostertag,8666666,2004,Utah Jazz,Right,218.44,127.12
Greg Ostertag,4000000,2005,Sacramento Kings,Right,218.44,127.12
Greg Ostertag,4400000,2006,Utah Jazz,Right,218.44,127.12
Greg Smith,301733,2012,Houston Rockets,Right,208.28,113.5
Greg Smith,301733,2012,Houston Rockets,Right,208.28,113.5
Greg Smith,762195,2013,Houston Rockets,Right,208.28,113.5
Greg Smith,762195,2013,Houston Rockets,Right,208.28,113.5
Greg Smith,884293,2014,Houston Rockets,Right,208.28,113.5
Greg Smith,884293,2014,Houston Rockets,Right,208.28,113.5
Greg Smith,948163,2015,Dallas Mavericks,Right,208.28,113.5
Greg Smith,948163,2015,Dallas Mavericks,Right,208.28,113.5
Greg Smith,247623,2016,Minnesota Timberwolves,Right,208.28,113.5
Greg Smith,247623,2016,Minnesota Timberwolves,Right,208.28,113.5
Greg Stiemsma,762195,2012,Boston Celtics,Right,210.82,118.04
Greg Stiemsma,2575000,2013,Minnesota Timberwolves,Right,210.82,118.04
Greg Stiemsma,2676000,2014,New Orleans Pelicans,Right,210.82,118.04
Greg Stiemsma,981084,2015,Toronto Raptors,Right,210.82,118.04
Greivis Vasquez,1035960,2011,Memphis Grizzlies,Right,198.12,90.8
Greivis Vasquez,1113600,2012,New Orleans Hornets,Right,198.12,90.8
Greivis Vasquez,1191240,2013,New Orleans Hornets,Right,198.12,90.8
Greivis Vasquez,2150188,2014,Sacramento Kings,Right,198.12,90.8
Greivis Vasquez,6400000,2015,Toronto Raptors,Right,198.12,90.8
Greivis Vasquez,6600000,2016,Milwaukee Bucks,Right,198.12,90.8
Greivis Vasquez,4347826,2017,Brooklyn Nets,Right,198.12,90.8
Guillermo Diaz,56065,2008,Los Angeles Clippers,Right,187.96,87.168
Gustavo Ayon,1567500,2012,New Orleans Hornets,Right,208.28,113.5
Gustavo Ayon,1500000,2013,Milwaukee Bucks,Right,208.28,113.5
Gustavo Ayon,1500000,2014,Atlanta Hawks,Right,208.28,113.5
Guy Rucker,34946,2003,Golden State Warriors,Right,210.82,120.31
Ha Seung-Jin,641748,2006,Portland Trail Blazers,Right,220.98,138.47
Ha Seung-Jin,744551,2007,Milwaukee Bucks,Right,220.98,138.47
Hakeem Olajuwon,14302001,2000,Houston Rockets,Right,213.36,115.77
Hakeem Olajuwon,16700000,2001,Houston Rockets,Right,213.36,115.77
Hakeem Olajuwon,5061539,2002,Toronto Raptors,Right,213.36,115.77
Hakeem Olajuwon,5694231,2003,Toronto Raptors,Right,213.36,115.77
Hakeem Olajuwon,6326923,2004,Toronto Raptors,Right,213.36,115.77
Hakim Warrick,1196520,2006,Memphis Grizzlies,Right,205.74,99.426
Hakim Warrick,1286280,2007,Memphis Grizzlies,Right,205.74,99.426
Hakim Warrick,1376040,2008,Memphis Grizzlies,Right,205.74,99.426
Hakim Warrick,2119102,2009,Memphis Grizzlies,Right,205.74,99.426
Hakim Warrick,3000000,2010,Chicago Bulls,Right,205.74,99.426
Hakim Warrick,4250000,2011,Phoenix Suns,Right,205.74,99.426
Hakim Warrick,4000000,2012,Phoenix Suns,Right,205.74,99.426
Hakim Warrick,4000000,2013,Orlando Magic,Right,205.74,99.426
Hamady N'Diaye,473604,2011,Washington Wizards,Right,213.36,106.69
Hamady N'Diaye,270427,2012,Washington Wizards,Right,213.36,106.69
Hamed Haddadi,1572221,2009,Memphis Grizzlies,Right,218.44,115.316
Hamed Haddadi,1627779,2010,Memphis Grizzlies,Right,218.44,115.316
Hamed Haddadi,1600000,2011,Memphis Grizzlies,Right,218.44,115.316
Hamed Haddadi,1300000,2012,Memphis Grizzlies,Right,218.44,115.316
Hamed Haddadi,1300000,2013,Phoenix Suns,Right,218.44,115.316
Hamed Haddadi,200000,2014,Phoenix Suns,Right,218.44,115.316
Hanno Mottola,316969,2001,Atlanta Hawks,Right,210.82,112.138
Hanno Mottola,465850,2002,Atlanta Hawks,Right,210.82,112.138
Harold Jamison,301875,2000,Miami Heat,Right,203.2,118.04
Harold Jamison,600000,2002,Los Angeles Clippers,Right,203.2,118.04
Harrison Barnes,2798040,2013,Golden State Warriors,Right,203.2,95.34
Harrison Barnes,2923920,2014,Golden State Warriors,Right,203.2,95.34
Harrison Barnes,3049920,2015,Golden State Warriors,Right,203.2,95.34
Harrison Barnes,3873398,2016,Golden State Warriors,Right,203.2,95.34
Harrison Barnes,22116750,2017,Dallas Mavericks,Right,203.2,95.34
Harrison Barnes,23112004,2018,Dallas Mavericks,Right,203.2,95.34
Hasheem Thabeet,4458840,2010,Memphis Grizzlies,Right,220.98,119.402
Hasheem Thabeet,4793280,2011,Houston Rockets,Right,220.98,119.402
Hasheem Thabeet,5127720,2012,Houston Rockets,Right,220.98,119.402
Hasheem Thabeet,1200000,2013,Oklahoma City Thunder,Right,220.98,119.402
Hasheem Thabeet,1200000,2014,Oklahoma City Thunder,Right,220.98,119.402
Hassan Adams,412718,2007,New Jersey Nets,Right,193.04,99.88
Hassan Adams,297163,2009,Los Angeles Clippers,Right,193.04,99.88
Hassan Whiteside,730437,2011,Sacramento Kings,Right,213.36,106.69
Hassan Whiteside,762195,2012,Sacramento Kings,Right,213.36,106.69
Hassan Whiteside,769881,2015,Miami Heat,Right,213.36,106.69
Hassan Whiteside,981348,2016,Miami Heat,Right,213.36,106.69
Hassan Whiteside,22116750,2017,Miami Heat,Right,213.36,106.69
Hassan Whiteside,23775506,2018,Miami Heat,Right,213.36,106.69
Haywoode Workman,510000,2000,Milwaukee Bucks,Right,187.96,81.72
Hedo Turkoglu,1131240,2001,Sacramento Kings,Right,208.28,99.88
Hedo Turkoglu,1216080,2002,Sacramento Kings,Right,208.28,99.88
Hedo Turkoglu,1300920,2003,Sacramento Kings,Right,208.28,99.88
Hedo Turkoglu,1995611,2004,San Antonio Spurs,Right,208.28,99.88
Hedo Turkoglu,4903000,2005,Orlando Magic,Right,208.28,99.88
Hedo Turkoglu,5393300,2006,Orlando Magic,Right,208.28,99.88
Hedo Turkoglu,5883600,2007,Orlando Magic,Right,208.28,99.88
Hedo Turkoglu,6373900,2008,Orlando Magic,Right,208.28,99.88
Hedo Turkoglu,6864200,2009,Orlando Magic,Right,208.28,99.88
Hedo Turkoglu,9000000,2010,Toronto Raptors,Right,208.28,99.88
Hedo Turkoglu,10215850,2011,Orlando Magic,Right,208.28,99.88
Hedo Turkoglu,11015850,2012,Orlando Magic,Right,208.28,99.88
Hedo Turkoglu,11815850,2013,Orlando Magic,Right,208.28,99.88
Hedo Turkoglu,12000000,2014,Orlando Magic,Right,208.28,99.88
Hedo Turkoglu,1448490,2015,Los Angeles Clippers,Right,208.28,99.88
Henry Sims,915243,2015,Philadelphia 76ers,Right,208.28,111.23
Henry Sims,161622,2016,Brooklyn Nets,Right,208.28,111.23
Henry Sims,75000,2017,Utah Jazz,Right,208.28,111.23
Henry Walker,542114,2009,Boston Celtics,Right,198.12,99.88
Henry Walker,736420,2010,New York Knicks,Right,198.12,99.88
Henry Walker,854389,2011,New York Knicks,Right,198.12,99.88
Henry Walker,115422,2015,Miami Heat,Right,198.12,99.88
Hersey Hawkins,4164100,2000,Chicago Bulls,Right,190.5,86.26
Hersey Hawkins,3560000,2001,Chicago Bulls,Right,190.5,86.26
Hersey Hawkins,1200000,2001,Charlotte Hornets,Right,190.5,86.26
Hilton Armstrong,1767600,2007,New Orleans/Oklahoma City Hornets,Right,210.82,106.69
Hilton Armstrong,1900200,2008,New Orleans Hornets,Right,210.82,106.69
Hilton Armstrong,2032800,2009,New Orleans Hornets,Right,210.82,106.69
Hilton Armstrong,2801198,2010,Houston Rockets,Right,210.82,106.69
